N,P,K,temperature,humidity,ph,rainfall,soil_type
32.9,25.3,41.0,31.3,69.1,6.74,1148.2,Sandy
92.6,66.2,59.1,26.9,77.7,6.5,2773.1,Riverine Alluvial
100.9,39.0,56.6,31.8,93.0,4.6,3611.6,Brown Hydromorphic
44.5,33.7,73.1,29.4,83.3,8.16,2042.4,Coastal Alluvial
149.4,39.1,40.5,30.2,91.6,3.82,3548.9,Peaty
74.0,40.5,95.8,25.5,73.8,6.9,2904.9,Clayey
65.1,16.9,66.2,31.2,85.7,6.63,2410.0,Red Loam
83.0,28.5,74.7,33.7,79.8,5.94,2787.8,Red Loam
109.6,16.6,41.9,28.7,93.7,4.51,2642.4,Peaty
64.0,40.4,31.6,28.3,79.1,4.99,3645.2,Brown Hydromorphic
67.3,12.4,65.1,30.7,79.7,4.81,2809.0,Laterite
58.3,27.2,97.6,31.9,89.8,6.45,2442.7,Red Loam
55.0,37.8,61.9,28.6,89.2,5.08,3084.8,Brown Hydromorphic
69.1,11.5,84.2,27.5,78.2,4.9,4110.6,Laterite
124.5,57.1,86.9,22.2,86.5,6.07,3502.1,Forest Loam
35.2,20.1,110.0,26.4,84.5,5.23,3204.9,Laterite
95.9,38.6,68.6,30.9,69.4,7.42,1143.7,Black Cotton
72.8,29.3,88.9,30.3,80.9,6.29,2467.9,Red Loam
54.2,23.0,60.5,32.7,83.5,5.51,2594.7,Laterite
67.4,41.5,97.6,30.9,55.0,7.3,1496.0,Black Cotton
49.3,17.6,63.1,28.3,80.4,5.22,3890.5,Laterite
117.8,72.7,95.6,28.7,84.3,6.89,3358.8,Riverine Alluvial
128.1,22.8,31.6,34.2,90.2,4.61,3051.3,Peaty
86.5,49.1,62.3,37.2,60.6,8.08,1418.3,Black Cotton
134.4,20.5,55.4,32.3,92.6,4.61,3127.5,Peaty
44.3,11.9,96.3,31.7,80.8,5.41,3561.9,Laterite
99.0,42.5,86.7,19.6,85.7,6.78,3615.2,Forest Loam
34.5,33.3,60.9,28.7,90.5,8.25,1863.9,Coastal Alluvial
42.7,39.2,61.7,30.1,88.1,7.65,2458.9,Coastal Alluvial
64.5,7.4,65.5,26.6,76.5,4.64,3054.0,Laterite
122.4,53.9,89.6,19.3,84.0,6.14,3450.9,Forest Loam
49.7,46.0,51.5,31.5,61.4,7.28,1562.7,Black Cotton
76.6,33.1,45.4,29.2,94.3,4.84,3152.2,Brown Hydromorphic
94.1,48.3,103.5,28.1,73.8,7.08,1953.9,Loamy
60.4,37.8,73.2,24.7,90.4,4.72,2821.0,Brown Hydromorphic
95.5,38.9,50.3,31.6,94.2,4.36,2952.8,Peaty
66.6,46.4,60.8,28.1,93.9,4.54,3227.0,Brown Hydromorphic
66.4,29.6,68.3,35.4,77.8,6.26,2038.6,Red Loam
74.4,40.7,54.0,32.2,90.1,4.4,3213.4,Brown Hydromorphic
102.5,47.1,94.2,27.2,72.3,6.69,2953.4,Riverine Alluvial
34.8,23.6,73.2,24.5,73.4,6.02,3691.2,Laterite
85.0,38.9,45.8,31.6,89.0,4.93,2762.4,Brown Hydromorphic
61.6,24.8,77.4,27.1,73.3,5.88,1672.5,Red Loam
72.7,38.2,83.4,30.7,71.3,7.06,2705.7,Clayey
29.7,27.2,41.7,29.0,60.9,6.84,1063.8,Sandy
78.4,11.2,80.5,28.4,78.6,6.08,3843.1,Laterite
100.6,60.4,75.1,33.1,80.0,6.46,3038.6,Riverine Alluvial
94.0,51.8,69.4,26.3,80.9,6.86,2960.2,Riverine Alluvial
77.1,29.8,51.9,31.5,90.4,4.51,3896.8,Brown Hydromorphic
73.5,20.1,96.0,29.4,74.0,5.51,2346.4,Red Loam
68.8,31.3,47.6,30.7,84.6,4.67,3462.5,Brown Hydromorphic
49.5,15.9,78.0,29.3,86.2,5.73,3054.2,Laterite
94.9,46.7,109.8,28.9,64.2,6.51,1670.2,Loamy
82.2,47.6,76.3,29.5,64.3,7.05,2323.4,Clayey
77.0,25.4,86.8,30.3,72.4,5.63,2698.7,Red Loam
50.0,21.5,87.3,32.7,81.0,5.28,3433.1,Laterite
39.7,25.4,27.7,26.9,51.8,7.19,861.0,Sandy
26.6,38.4,45.5,27.1,81.5,7.77,2301.4,Coastal Alluvial
77.9,20.8,93.3,25.4,69.4,5.83,2235.8,Red Loam
74.7,41.6,60.4,30.6,83.0,5.03,2848.7,Brown Hydromorphic
55.8,28.2,86.6,26.8,83.1,6.03,2850.4,Red Loam
68.7,42.6,57.8,26.6,88.3,4.32,2735.0,Brown Hydromorphic
70.7,26.1,50.9,27.1,90.4,4.58,2891.7,Brown Hydromorphic
92.8,37.4,89.7,27.7,84.2,7.04,2946.3,Riverine Alluvial
88.1,53.7,89.6,27.6,69.9,6.88,3065.2,Riverine Alluvial
50.3,31.3,79.3,27.1,80.3,6.39,2033.6,Red Loam
64.2,44.3,72.2,21.1,85.9,7.58,2231.9,Clayey
68.3,37.3,60.4,28.5,84.0,5.86,2661.4,Red Loam
88.9,58.6,86.5,22.6,92.2,6.13,3629.1,Forest Loam
91.5,45.5,88.1,29.0,75.8,6.69,2991.1,Riverine Alluvial
74.8,57.8,99.2,23.1,83.0,6.97,3114.3,Riverine Alluvial
83.4,27.2,54.1,26.9,97.3,4.56,3122.8,Brown Hydromorphic
89.2,45.6,51.2,30.1,90.6,4.62,3045.2,Brown Hydromorphic
83.8,23.3,54.4,22.8,82.1,6.53,3025.3,Red Loam
56.1,22.2,83.6,26.1,76.0,5.91,2295.6,Red Loam
42.5,13.2,40.5,32.4,84.8,5.23,3493.3,Laterite
61.4,43.1,56.7,29.9,87.6,4.99,2730.9,Brown Hydromorphic
85.0,32.7,63.4,26.5,80.3,5.99,2644.6,Red Loam
58.5,38.8,72.1,34.5,61.1,7.54,816.0,Black Cotton
73.3,57.6,83.0,29.3,73.9,6.24,2739.4,Riverine Alluvial
74.9,28.3,87.2,27.2,77.3,5.78,2939.5,Red Loam
51.5,7.4,50.8,30.3,79.1,4.68,3212.6,Laterite
79.2,39.0,78.9,22.3,79.1,7.35,2149.8,Clayey
58.2,41.6,47.5,26.9,89.5,7.05,2511.9,Coastal Alluvial
44.1,34.5,42.8,29.4,82.1,7.49,1943.9,Coastal Alluvial
80.7,27.3,47.9,28.7,70.3,6.03,2338.3,Red Loam
57.4,38.5,72.2,31.8,82.3,4.48,2743.4,Brown Hydromorphic
75.9,35.7,76.2,25.0,85.7,4.37,3265.1,Brown Hydromorphic
110.8,52.7,91.8,25.1,84.6,7.08,2609.1,Riverine Alluvial
68.9,10.1,64.0,30.9,82.5,4.95,3783.8,Laterite
101.3,57.4,73.8,26.9,80.9,7.22,2740.7,Riverine Alluvial
53.9,14.8,71.0,27.9,72.8,5.26,3444.3,Laterite
62.5,40.0,78.0,25.9,71.6,6.24,2472.2,Red Loam
119.9,43.4,108.2,20.0,78.1,5.08,3764.2,Forest Loam
56.1,15.1,81.1,29.9,77.8,6.06,2829.5,Laterite
40.4,22.2,68.4,27.9,78.0,5.59,3504.4,Laterite
111.6,45.0,84.7,23.9,87.0,5.73,4542.6,Forest Loam
76.6,46.6,74.2,26.2,81.3,7.04,2986.4,Riverine Alluvial
100.3,52.6,83.3,28.0,81.5,7.69,1103.4,Clayey
68.1,19.8,38.4,30.8,87.0,4.96,3383.6,Laterite
124.1,55.3,113.7,20.0,96.9,5.39,3574.3,Forest Loam
53.0,29.7,55.4,29.6,93.0,7.09,2426.1,Coastal Alluvial
133.1,22.3,25.3,29.1,88.4,3.99,2996.4,Peaty
53.7,24.8,54.7,33.9,80.1,7.19,2292.4,Coastal Alluvial
87.7,58.4,111.8,17.9,82.5,5.61,3921.7,Forest Loam
75.2,48.6,64.7,27.7,72.9,6.54,2026.1,Loamy
48.7,20.1,96.7,25.6,78.4,5.9,2474.2,Red Loam
50.0,30.0,89.3,28.0,76.6,5.87,2212.5,Red Loam
96.3,50.5,51.9,28.9,64.1,6.79,1768.6,Loamy
69.9,24.6,72.2,30.7,81.7,5.95,2839.7,Red Loam
104.2,50.5,57.0,27.8,79.8,6.59,2491.7,Riverine Alluvial
45.0,37.9,65.5,27.8,90.3,4.26,3063.6,Brown Hydromorphic
130.9,31.5,82.6,21.0,84.1,6.13,3789.6,Forest Loam
86.0,46.2,55.8,29.5,87.3,4.54,3859.8,Brown Hydromorphic
82.1,34.3,95.1,27.6,70.0,6.58,1881.6,Loamy
54.1,15.3,78.8,29.3,81.3,5.28,3375.7,Laterite
59.8,12.4,66.0,29.5,81.7,5.81,3170.9,Laterite
83.6,9.9,74.9,28.3,75.6,5.43,3979.3,Laterite
103.7,49.1,112.5,21.8,76.5,5.84,3574.3,Forest Loam
90.8,54.4,73.3,26.6,84.6,7.03,2269.2,Riverine Alluvial
69.5,47.6,100.9,29.3,80.7,7.53,2152.5,Clayey
73.3,37.8,57.9,34.3,55.5,7.56,1726.5,Black Cotton
95.7,38.6,45.6,25.6,90.4,5.4,2672.4,Brown Hydromorphic
91.5,46.0,79.9,26.8,77.6,6.61,3216.0,Riverine Alluvial
47.9,55.0,45.0,33.9,91.6,7.53,2164.1,Coastal Alluvial
105.3,42.2,77.5,18.7,94.7,6.02,5388.3,Forest Loam
50.4,38.8,70.1,25.2,87.2,7.82,1932.2,Coastal Alluvial
61.6,23.7,85.4,33.2,72.7,6.45,2374.4,Red Loam
42.5,24.1,20.2,32.8,49.5,6.28,1158.3,Sandy
100.3,47.4,90.6,26.9,81.5,6.97,3504.9,Riverine Alluvial
46.3,37.0,48.4,29.4,96.9,7.31,2082.1,Coastal Alluvial
85.9,28.3,56.3,32.0,91.4,4.56,3230.4,Brown Hydromorphic
91.0,32.0,43.8,30.6,85.2,4.52,3486.3,Brown Hydromorphic
61.6,21.5,41.2,30.3,86.5,8.21,2278.9,Coastal Alluvial
58.9,26.4,64.4,31.0,89.7,4.77,2629.1,Brown Hydromorphic
65.9,49.6,66.4,33.1,76.9,6.52,1725.5,Loamy
36.7,19.9,38.0,32.0,49.3,6.25,1388.7,Sandy
180.8,25.1,35.1,27.0,91.6,3.79,3295.3,Peaty
57.0,40.1,55.2,32.5,96.9,8.0,2380.1,Coastal Alluvial
85.6,53.1,99.0,31.1,78.1,6.66,3210.1,Riverine Alluvial
46.4,40.7,79.2,34.8,82.0,7.49,1949.1,Coastal Alluvial
54.3,26.9,72.9,31.4,82.5,6.8,2584.8,Red Loam
50.5,55.8,74.7,25.2,78.2,7.5,2179.4,Clayey
70.0,18.7,84.0,29.4,73.5,5.55,2834.8,Red Loam
54.9,34.7,89.2,26.0,74.6,5.82,2986.4,Red Loam
95.4,41.5,59.5,28.8,80.7,7.12,3118.8,Riverine Alluvial
56.0,20.9,45.0,27.3,76.7,6.06,2172.2,Red Loam
80.7,36.9,67.6,25.9,69.9,7.48,1361.3,Black Cotton
88.8,40.4,42.6,29.9,95.0,4.34,3334.1,Brown Hydromorphic
110.4,40.7,73.0,18.6,86.3,6.13,3387.8,Forest Loam
49.5,50.2,65.0,28.3,72.7,6.81,1896.9,Loamy
76.7,58.1,95.2,17.1,81.6,5.38,3500.2,Forest Loam
46.6,34.4,45.5,30.6,80.5,7.56,1892.1,Coastal Alluvial
79.9,27.5,85.9,29.8,90.7,5.26,2661.4,Laterite
42.0,18.4,56.6,33.3,79.6,7.31,2113.5,Coastal Alluvial
110.1,57.4,117.8,17.6,86.9,5.47,3992.3,Forest Loam
123.5,32.7,48.2,28.4,93.1,3.87,3094.4,Peaty
48.0,8.7,69.8,32.7,74.4,5.63,3530.9,Laterite
58.4,23.9,50.1,29.8,78.1,8.27,1956.7,Coastal Alluvial
103.0,60.4,96.4,34.0,88.6,6.39,2884.5,Riverine Alluvial
70.8,14.6,83.2,27.6,82.5,5.2,2984.1,Laterite
37.9,12.4,84.7,28.4,84.3,5.3,2946.6,Laterite
124.6,25.8,45.8,27.5,94.5,4.31,2822.8,Peaty
84.5,56.0,106.6,26.2,75.6,7.22,2312.7,Riverine Alluvial
74.1,53.1,55.7,30.0,77.8,7.1,3149.2,Riverine Alluvial
71.0,22.6,73.7,33.3,78.9,5.33,3280.2,Laterite
67.8,34.6,69.1,27.9,88.2,5.83,2539.8,Red Loam
47.7,24.0,75.3,28.5,71.3,5.03,3464.0,Laterite
132.0,36.5,40.8,30.5,89.5,4.38,2634.3,Peaty
38.1,8.0,81.7,27.3,77.6,4.75,3484.7,Laterite
162.5,25.8,32.1,31.3,87.7,4.04,3612.5,Peaty
51.6,9.9,81.0,28.6,82.1,5.56,3452.9,Laterite
66.7,38.9,35.1,31.5,90.0,5.12,2776.5,Brown Hydromorphic
44.8,27.3,40.4,31.4,82.9,7.95,2102.9,Coastal Alluvial
66.1,57.7,41.9,30.0,55.5,7.33,1058.7,Black Cotton
84.5,34.6,72.6,31.0,66.5,6.9,1209.9,Black Cotton
60.6,33.8,88.2,29.8,76.0,6.46,3017.5,Red Loam
43.3,18.7,39.6,30.0,63.5,6.11,978.6,Sandy
71.1,14.6,63.7,28.9,85.1,5.99,2749.1,Red Loam
78.6,60.5,98.7,26.2,69.1,6.68,3098.3,Riverine Alluvial
62.7,30.6,64.7,35.1,57.4,7.11,1648.4,Black Cotton
51.1,15.8,62.6,25.5,77.1,5.03,3055.0,Laterite
56.0,38.3,61.6,29.5,78.4,8.2,2079.7,Coastal Alluvial
45.1,34.8,46.8,30.0,89.1,7.05,2170.0,Coastal Alluvial
77.5,53.7,90.3,27.5,81.2,6.94,2711.8,Riverine Alluvial
74.6,37.7,48.3,28.2,89.7,4.57,3026.5,Brown Hydromorphic
95.7,49.2,71.2,28.9,70.3,6.4,1598.9,Loamy
73.7,14.5,50.1,26.7,78.8,4.94,3274.1,Laterite
38.9,23.0,37.0,31.0,43.0,6.32,1123.3,Sandy
76.7,52.2,113.3,29.3,67.3,7.43,1925.8,Clayey
58.0,15.2,56.5,27.7,83.6,5.63,3556.3,Laterite
31.1,5.7,77.4,28.4,84.8,5.7,3343.8,Laterite
140.4,48.5,91.3,18.3,95.1,6.06,4047.9,Forest Loam
79.4,45.1,82.8,28.0,81.1,6.67,2488.7,Riverine Alluvial
46.4,16.6,92.1,29.2,77.8,5.43,3865.1,Laterite
73.1,42.8,69.2,24.4,74.9,6.69,1585.6,Loamy
103.4,47.1,103.5,20.5,84.8,5.23,3902.3,Forest Loam
77.8,32.4,80.4,28.0,75.1,6.29,1836.1,Loamy
57.8,14.2,69.1,35.4,74.9,5.97,2653.7,Red Loam
121.4,35.9,66.0,27.5,96.6,4.64,2987.2,Peaty
52.8,25.5,70.5,32.9,70.7,5.99,2924.3,Red Loam
94.4,27.3,77.9,33.6,76.3,6.17,2204.4,Red Loam
56.8,48.5,46.4,32.9,88.6,7.57,1454.4,Coastal Alluvial
68.7,27.9,66.1,30.6,71.3,5.93,2869.6,Red Loam
48.3,11.6,74.1,30.2,74.4,5.38,3908.3,Laterite
105.2,45.4,98.5,22.6,96.3,5.62,3681.4,Forest Loam
40.7,34.8,64.2,28.6,71.8,6.37,2490.3,Red Loam
128.2,30.6,37.5,25.6,89.8,3.69,2782.4,Peaty
41.8,18.6,39.4,31.7,58.5,7.39,759.6,Sandy
31.9,15.8,43.3,29.6,78.3,5.01,3691.3,Laterite
61.4,10.8,93.2,31.1,83.3,5.24,3604.7,Laterite
54.9,6.7,65.3,26.1,77.4,4.93,3905.4,Laterite
174.9,22.3,46.9,27.4,88.5,4.1,3187.5,Peaty
58.9,29.4,115.8,31.5,81.6,6.31,2797.5,Red Loam
47.9,42.6,65.5,30.9,82.3,7.2,2653.3,Coastal Alluvial
65.2,47.3,58.3,26.0,62.5,7.76,1567.0,Black Cotton
74.4,18.6,60.1,32.0,81.7,5.82,3057.1,Laterite
165.1,28.5,29.7,25.5,91.2,4.35,2873.1,Peaty
103.5,47.0,94.1,19.4,83.5,6.4,4644.8,Forest Loam
33.6,24.2,39.8,31.5,57.9,7.72,995.3,Sandy
64.4,30.4,103.9,30.3,79.3,5.93,2570.6,Red Loam
55.1,25.7,63.8,30.5,53.7,7.09,1239.9,Black Cotton
94.5,74.8,65.3,27.6,73.9,6.67,3022.2,Riverine Alluvial
94.6,65.0,87.3,30.3,79.5,6.94,2455.8,Riverine Alluvial
62.8,20.7,80.0,30.7,84.6,6.3,3090.2,Red Loam
46.3,37.5,63.0,28.3,86.6,7.6,1860.3,Coastal Alluvial
120.0,27.0,128.0,23.0,86.5,5.18,3355.8,Forest Loam
121.7,25.3,56.1,31.6,91.4,4.25,2494.0,Peaty
102.5,65.9,63.0,28.4,81.0,6.44,2640.7,Riverine Alluvial
97.8,35.9,53.8,31.4,95.2,5.29,3263.7,Brown Hydromorphic
42.0,27.7,52.5,28.6,83.2,7.71,1971.0,Coastal Alluvial
93.5,37.4,120.5,23.0,79.6,6.22,3676.0,Forest Loam
134.9,39.7,78.7,23.7,89.6,5.68,3484.5,Forest Loam
74.2,56.7,90.5,28.5,85.9,6.2,3590.2,Riverine Alluvial
92.3,29.0,22.5,31.6,93.6,4.21,3087.6,Peaty
51.5,49.2,50.6,35.0,78.2,7.62,1753.2,Coastal Alluvial
55.9,15.8,46.7,30.8,80.2,5.14,3474.6,Laterite
127.4,37.3,101.6,19.6,80.2,5.47,4080.0,Forest Loam
135.0,18.2,40.8,32.1,92.0,4.03,3067.1,Peaty
56.0,38.9,91.3,31.8,56.0,7.88,1373.4,Black Cotton
100.6,40.1,77.0,25.5,79.5,7.6,1940.6,Clayey
37.9,13.5,36.5,27.6,44.7,6.61,1045.4,Sandy
64.0,42.4,53.1,33.7,93.8,4.59,3471.5,Brown Hydromorphic
99.9,56.4,106.2,27.0,79.6,7.03,2628.8,Riverine Alluvial
142.8,23.9,50.9,28.8,92.3,4.48,3315.2,Peaty
58.1,35.8,27.0,33.1,79.6,4.87,2988.9,Brown Hydromorphic
67.0,29.4,61.2,30.6,98.8,4.76,3441.8,Brown Hydromorphic
72.1,52.4,115.7,23.5,78.5,5.76,4111.1,Forest Loam
30.2,15.0,29.4,33.4,50.6,6.08,951.9,Sandy
76.8,38.7,106.2,26.5,83.2,7.09,2466.7,Riverine Alluvial
72.7,48.4,44.5,31.4,91.0,4.5,2713.6,Brown Hydromorphic
79.8,36.8,96.6,34.1,63.7,8.1,1362.6,Black Cotton
86.5,30.7,78.5,30.4,76.0,6.12,2071.7,Red Loam
82.2,25.3,70.5,27.1,68.6,6.07,2490.3,Red Loam
83.4,32.3,64.8,29.5,91.8,4.55,2938.0,Brown Hydromorphic
50.9,29.6,58.5,24.7,85.2,6.06,2595.8,Red Loam
136.2,29.7,40.7,28.6,97.1,4.71,2950.9,Peaty
147.8,41.4,36.0,32.4,92.0,4.02,2886.3,Peaty
62.4,9.7,90.7,27.3,82.1,5.35,3568.6,Laterite
47.0,13.5,69.5,31.3,76.5,6.38,2565.9,Red Loam
85.1,49.8,74.5,18.4,88.2,6.01,4060.1,Forest Loam
129.8,27.0,96.9,19.6,86.9,5.31,4180.1,Forest Loam
52.9,28.8,28.5,30.3,91.2,5.08,3711.2,Brown Hydromorphic
141.9,48.2,130.9,18.9,90.6,6.48,3544.5,Forest Loam
52.2,19.6,52.0,27.7,77.1,7.62,2184.8,Coastal Alluvial
104.5,34.1,101.1,19.6,86.6,5.5,2550.0,Forest Loam
63.1,37.2,35.6,32.2,83.0,7.93,2200.8,Coastal Alluvial
44.3,18.2,37.9,29.2,62.0,6.48,820.7,Sandy
49.6,50.1,67.0,32.0,61.3,6.49,2108.2,Loamy
68.0,7.5,58.7,25.8,85.5,4.98,2894.3,Laterite
52.6,54.3,101.6,32.9,75.4,7.38,1614.1,Clayey
79.8,39.9,99.0,31.0,60.3,7.84,1228.6,Black Cotton
61.8,19.4,48.5,27.0,80.1,5.08,3846.2,Laterite
66.3,21.3,62.0,28.4,74.5,5.49,3533.0,Laterite
21.7,29.9,27.0,30.8,43.2,7.17,1229.1,Sandy
41.8,16.7,44.1,32.0,82.4,5.03,3162.2,Laterite
66.1,32.4,88.9,30.9,86.7,5.85,2566.9,Red Loam
62.1,17.3,82.3,29.4,77.9,5.04,2913.9,Laterite
124.7,53.3,121.2,24.0,83.1,6.13,3390.8,Forest Loam
124.5,41.5,63.4,24.2,80.6,6.12,4768.7,Forest Loam
87.5,62.2,96.2,30.7,82.0,7.23,3135.0,Riverine Alluvial
58.1,21.1,78.0,30.0,81.7,5.02,3047.1,Laterite
41.0,32.8,80.5,33.2,85.3,7.81,1928.8,Coastal Alluvial
53.9,15.6,94.7,32.6,79.9,6.02,2927.2,Red Loam
31.8,13.7,72.7,32.7,81.7,5.35,2990.0,Laterite
143.5,26.2,49.9,29.5,99.2,4.08,2587.6,Peaty
67.5,65.1,65.0,24.9,77.2,6.92,2416.2,Riverine Alluvial
58.4,8.5,36.0,31.1,81.1,5.48,3698.8,Laterite
52.1,52.5,83.1,29.7,54.3,7.8,1033.7,Black Cotton
66.8,26.4,102.6,35.2,78.6,6.05,2173.5,Red Loam
66.5,45.6,91.2,28.9,77.4,6.67,2983.9,Riverine Alluvial
69.1,29.0,87.2,31.8,85.6,5.91,2333.3,Red Loam
30.4,26.1,32.9,24.1,46.3,6.82,1066.1,Sandy
76.2,57.8,89.2,27.3,83.2,7.15,3278.2,Riverine Alluvial
28.5,32.4,57.6,29.1,83.2,7.67,2004.8,Coastal Alluvial
27.0,9.7,59.3,28.7,81.7,5.31,3504.2,Laterite
49.4,26.9,57.5,31.1,75.0,5.96,3145.1,Red Loam
135.1,27.6,38.3,30.8,97.6,4.67,3047.9,Peaty
72.3,37.1,60.3,29.5,52.9,7.67,1311.9,Black Cotton
95.7,76.0,74.0,30.5,76.9,6.8,3308.2,Riverine Alluvial
99.1,47.8,69.3,33.3,93.2,4.61,2720.6,Brown Hydromorphic
88.4,28.3,50.6,31.3,92.7,5.15,3216.9,Brown Hydromorphic
56.1,36.0,53.3,28.8,56.0,8.4,1324.9,Black Cotton
49.7,27.9,52.7,31.0,86.4,7.63,1958.1,Coastal Alluvial
81.4,27.5,77.3,31.8,87.4,6.2,2650.6,Red Loam
91.9,65.4,96.8,24.8,81.4,7.42,2823.8,Riverine Alluvial
138.9,48.6,117.3,22.9,90.8,5.56,3824.2,Forest Loam
100.3,61.3,108.3,26.0,81.2,6.66,2839.8,Riverine Alluvial
68.0,30.9,68.0,31.0,70.8,6.02,2531.6,Red Loam
148.0,36.8,87.6,21.8,78.7,5.62,3833.6,Forest Loam
45.2,23.3,71.2,30.1,89.7,5.37,4021.7,Laterite
49.6,40.2,56.9,29.6,74.8,7.93,2045.0,Coastal Alluvial
75.8,54.0,81.6,32.3,87.0,6.88,2984.9,Riverine Alluvial
37.9,25.4,87.8,28.4,74.4,5.04,3480.9,Laterite
45.8,42.6,60.9,29.3,89.9,7.04,1745.9,Coastal Alluvial
93.9,43.9,101.5,22.0,76.3,5.77,3985.7,Forest Loam
97.9,61.0,84.4,30.6,88.3,6.92,2574.0,Riverine Alluvial
77.5,53.4,66.2,28.5,65.1,6.91,1934.0,Loamy
48.9,32.3,47.8,30.9,89.6,7.46,2566.8,Coastal Alluvial
87.5,42.8,67.0,29.6,76.3,4.45,2560.9,Brown Hydromorphic
79.8,34.8,76.8,28.0,83.5,5.98,3174.5,Red Loam
81.0,46.3,57.1,33.9,59.0,7.33,1250.4,Black Cotton
60.3,21.0,54.3,30.3,91.6,5.01,3539.4,Laterite
96.1,62.8,103.8,28.3,78.7,6.9,3421.6,Riverine Alluvial
56.4,17.6,79.9,28.1,76.8,5.42,2995.1,Laterite
117.2,35.2,66.0,28.2,90.4,4.56,3716.1,Peaty
96.3,50.7,100.2,28.7,84.7,7.44,2683.0,Riverine Alluvial
59.9,28.3,64.1,31.2,80.0,5.83,2509.0,Red Loam
67.7,45.7,66.8,35.9,66.1,7.86,1168.5,Black Cotton
71.9,25.1,83.1,29.8,81.0,5.96,2294.8,Red Loam
84.6,26.5,49.0,30.5,89.1,4.8,2801.9,Brown Hydromorphic
42.3,35.2,69.6,34.3,82.8,8.21,2205.3,Coastal Alluvial
79.5,49.6,89.5,27.2,74.4,6.82,2748.5,Riverine Alluvial
40.0,42.2,54.6,30.8,81.0,7.71,1721.1,Coastal Alluvial
43.0,36.0,43.0,30.7,88.1,7.32,1602.5,Coastal Alluvial
57.2,32.5,49.1,25.9,88.2,7.87,2295.5,Coastal Alluvial
36.2,25.6,43.9,28.4,91.7,6.77,2471.9,Coastal Alluvial
45.9,17.5,77.9,27.0,81.9,4.79,3493.6,Laterite
60.4,33.0,47.3,32.0,89.4,5.37,2914.0,Brown Hydromorphic
126.7,23.5,40.2,33.2,98.4,4.3,2866.7,Peaty
64.0,24.7,75.0,33.4,71.4,6.2,2419.0,Red Loam
101.2,33.5,107.6,27.8,84.8,7.28,2648.6,Riverine Alluvial
96.5,31.4,94.2,21.4,87.0,5.8,3467.6,Forest Loam
119.1,45.5,88.7,18.1,82.7,6.32,4718.0,Forest Loam
122.8,50.3,103.4,22.0,78.6,5.86,3724.1,Forest Loam
129.1,44.1,83.6,20.6,88.5,5.61,4367.6,Forest Loam
71.1,20.4,52.3,26.7,86.9,4.37,3114.9,Brown Hydromorphic
86.1,38.7,104.5,26.0,74.4,8.4,2859.1,Clayey
70.4,33.4,48.2,30.7,90.7,4.91,2856.7,Brown Hydromorphic
121.7,59.7,96.9,25.9,80.9,6.85,2630.1,Riverine Alluvial
53.1,22.2,81.8,30.8,74.8,5.27,3141.3,Laterite
79.9,36.9,79.3,32.5,71.8,6.68,1902.7,Loamy
94.6,52.6,55.6,30.1,83.9,7.25,3598.0,Riverine Alluvial
58.5,40.7,89.1,29.4,73.6,6.13,2745.5,Red Loam
105.7,43.6,81.7,27.9,90.2,7.63,3060.5,Riverine Alluvial
65.2,29.3,79.4,27.7,62.7,8.02,1145.3,Black Cotton
48.6,17.2,78.3,32.7,79.6,5.33,3249.7,Laterite
35.0,23.3,32.5,34.9,53.3,6.72,1345.4,Sandy
36.7,44.3,74.8,34.5,91.0,8.39,2067.1,Coastal Alluvial
71.4,34.6,121.0,31.7,83.3,6.13,3008.8,Red Loam
27.4,33.2,31.4,31.5,81.8,8.55,2210.2,Coastal Alluvial
122.3,42.0,73.2,27.7,73.2,6.15,2423.8,Riverine Alluvial
117.7,44.3,92.6,28.1,79.8,7.13,3016.8,Riverine Alluvial
38.4,34.7,59.2,30.7,92.1,7.54,1888.9,Coastal Alluvial
85.4,60.7,78.3,29.5,72.7,6.63,3004.2,Riverine Alluvial
72.2,40.1,77.9,36.1,56.0,7.53,1394.4,Black Cotton
125.1,53.2,84.5,33.3,77.6,6.88,2436.8,Riverine Alluvial
43.3,20.1,43.6,32.0,69.2,6.27,1035.0,Sandy
86.6,31.4,50.6,32.0,87.7,5.03,3469.7,Brown Hydromorphic
98.1,56.8,74.1,17.8,86.0,6.23,4360.0,Forest Loam
65.2,16.3,79.2,27.4,77.4,4.85,2735.8,Laterite
105.5,37.3,85.6,29.8,83.6,6.94,2640.7,Riverine Alluvial
79.2,28.0,64.7,30.9,90.8,4.6,2699.6,Brown Hydromorphic
58.3,40.8,65.0,31.5,86.8,4.57,3400.3,Brown Hydromorphic
82.2,51.4,124.8,30.6,75.6,6.81,3028.8,Clayey
42.9,15.8,67.0,28.6,85.7,5.1,3391.6,Laterite
60.1,56.6,51.3,34.9,56.2,7.93,1736.4,Black Cotton
108.6,57.2,82.6,25.9,76.0,6.63,2824.8,Riverine Alluvial
79.1,30.5,49.1,29.4,84.4,4.58,3314.9,Brown Hydromorphic
64.4,23.3,73.7,27.1,69.7,5.76,2922.1,Red Loam
45.7,9.3,74.9,26.9,77.0,5.9,2955.4,Laterite
40.4,8.9,67.3,29.1,82.6,5.2,2864.8,Laterite
147.7,28.6,36.5,31.7,93.8,3.63,2782.7,Peaty
51.7,17.6,37.7,32.7,81.4,5.56,3524.8,Laterite
