N,P,K,temperature,humidity,ph,rainfall,crop
110.7,48.8,77.6,23.4,87.2,6.06,147.2,banana
67.5,55.9,69.6,20.0,62.2,6.71,173.9,orange
116.9,55.3,61.6,25.2,95.3,6.44,253.9,rice
31.2,51.3,34.2,27.9,62.5,6.59,69.8,mungbean
91.0,59.2,99.3,26.8,71.3,6.61,68.0,muskmelon
114.3,55.2,48.5,21.1,76.4,7.04,76.3,maize
30.0,69.8,49.6,23.7,63.0,6.28,86.1,kidneybeans
70.0,40.7,83.3,17.1,62.3,6.59,59.8,grapes
124.5,59.8,70.0,32.2,89.0,6.39,254.7,jute
33.7,46.0,33.0,30.0,80.6,6.54,84.0,blackgram
52.9,38.5,67.8,28.9,70.1,6.51,137.5,mango
62.3,41.8,67.7,31.5,71.7,6.2,160.7,mango
75.3,52.0,29.3,21.1,60.4,6.77,120.8,wheat
53.1,39.2,70.4,19.5,78.4,6.8,133.1,apple
60.4,41.4,70.6,39.9,50.0,7.25,76.2,pomegranate
91.8,60.0,75.9,34.2,51.2,6.76,92.3,cotton
59.0,33.0,75.8,17.8,79.1,5.79,177.1,coffee
30.1,47.9,25.7,19.7,43.7,7.4,37.5,lentil
28.8,46.9,32.4,22.9,69.8,6.56,105.2,pigeonpeas
70.9,49.3,60.2,29.3,50.6,6.84,108.1,pomegranate
44.5,50.4,47.6,26.2,67.8,7.11,91.2,mungbean
71.7,31.9,54.2,33.6,67.0,6.01,79.8,mango
93.9,58.7,101.0,30.9,79.1,6.6,176.0,papaya
84.1,42.6,116.1,22.7,79.8,5.36,213.7,coffee
75.1,75.0,105.6,29.5,73.3,7.27,71.0,watermelon
84.4,57.5,62.1,26.9,82.9,6.23,221.7,rice
85.6,59.7,109.9,30.8,66.8,6.26,72.1,watermelon
90.1,67.4,104.5,18.8,90.5,5.45,220.7,coffee
85.4,40.6,142.7,34.7,75.6,5.6,160.4,coconut
66.3,35.6,114.1,34.2,83.7,6.26,205.2,coconut
84.2,60.9,83.4,29.1,91.0,5.72,192.5,banana
24.4,36.2,34.5,19.3,57.7,7.13,56.5,chickpea
118.8,56.2,92.7,31.7,69.0,7.11,140.4,papaya
58.5,31.5,149.8,31.8,79.9,6.86,163.0,coconut
24.2,44.6,26.3,14.2,52.9,6.9,44.1,chickpea
127.0,58.8,100.5,30.1,63.9,6.8,120.9,cotton
29.9,39.9,45.8,27.2,73.7,6.43,79.9,mungbean
49.5,39.4,73.2,28.3,51.5,7.62,95.2,grapes
80.4,56.9,94.5,29.8,76.5,6.66,112.7,orange
40.1,56.2,30.6,22.1,55.0,6.9,71.1,pigeonpeas
125.0,36.3,63.9,25.8,73.9,6.38,99.4,maize
25.1,44.1,20.3,12.8,52.8,6.73,51.6,lentil
92.6,53.1,52.1,19.6,77.0,6.5,94.9,maize
76.7,65.0,105.6,33.1,58.5,6.62,38.3,muskmelon
83.3,47.1,94.9,20.3,66.8,5.73,241.4,coffee
87.2,50.8,89.3,27.8,75.1,5.58,194.5,coffee
56.1,29.3,54.0,26.5,54.3,6.13,87.5,grapes
42.6,76.9,29.1,24.2,70.3,6.5,101.7,kidneybeans
98.9,54.8,65.0,27.4,84.9,6.89,211.3,jute
38.8,52.9,50.5,19.1,60.9,6.65,117.0,kidneybeans
87.0,43.0,44.2,16.8,65.7,6.92,97.0,wheat
60.8,41.7,61.8,11.7,59.9,6.5,120.8,apple
62.9,52.4,65.7,31.2,51.9,6.94,108.5,pomegranate
29.4,50.6,34.4,23.6,45.9,7.22,69.2,chickpea
80.6,51.0,92.5,24.3,68.0,6.56,199.6,papaya
51.0,49.5,61.8,33.2,59.6,6.37,171.4,mango
25.8,46.6,19.1,21.6,43.6,6.98,51.4,chickpea
60.6,43.8,81.0,24.3,60.1,6.5,68.6,grapes
55.7,38.5,92.5,25.3,55.2,6.74,70.8,grapes
80.4,34.7,60.2,16.3,67.8,6.83,129.8,apple
133.7,56.5,74.8,31.6,84.6,6.59,214.7,jute
120.9,55.1,52.2,26.3,81.5,6.45,229.5,rice
74.7,47.6,75.1,22.6,66.2,6.41,152.3,orange
25.9,60.4,42.0,33.5,73.7,6.61,75.5,blackgram
100.7,57.4,46.0,23.2,91.1,5.82,189.5,rice
113.0,49.7,128.2,27.4,84.8,6.66,168.4,banana
35.1,42.8,29.2,16.6,48.4,6.65,67.7,chickpea
132.4,67.3,79.8,32.5,57.2,6.87,80.2,cotton
116.7,48.9,68.2,29.2,89.6,6.05,212.0,rice
60.5,34.8,67.3,38.6,67.0,6.04,100.8,pomegranate
126.2,51.8,84.7,39.9,56.1,7.77,79.4,cotton
76.6,45.6,63.0,21.8,66.5,5.46,198.0,coffee
99.0,20.0,109.4,30.9,90.6,5.57,199.4,coconut
125.4,54.2,50.5,29.6,81.4,6.74,225.5,jute
118.9,54.1,78.0,33.0,70.1,7.56,109.1,cotton
62.2,49.7,73.6,28.6,54.1,6.37,65.8,grapes
71.7,37.8,75.2,20.5,65.2,6.62,122.7,apple
86.5,57.9,91.7,27.5,68.3,6.41,62.0,muskmelon
33.4,45.9,24.7,20.9,50.3,6.75,89.8,chickpea
113.2,55.1,52.9,24.1,81.8,5.91,176.2,rice
22.3,50.3,32.8,32.6,73.4,6.78,105.3,blackgram
80.0,22.3,143.3,30.8,80.4,6.95,265.3,coconut
105.6,66.2,90.0,29.1,54.4,6.46,108.2,cotton
49.3,35.1,68.9,19.4,57.2,6.34,140.1,apple
105.5,62.9,63.5,28.3,79.3,6.58,250.2,rice
64.6,25.5,78.9,33.6,61.1,6.59,141.5,mango
76.9,41.9,78.2,30.2,60.0,6.37,54.8,muskmelon
107.5,53.1,85.8,28.8,56.7,6.49,92.4,cotton
66.8,45.8,111.8,31.9,85.1,6.88,203.1,coconut
22.5,25.8,29.9,30.6,39.1,6.77,50.3,mothbeans
27.6,48.7,25.3,25.3,49.2,6.81,80.5,pigeonpeas
25.2,31.9,30.0,26.2,56.5,6.85,44.2,lentil
113.4,48.7,31.5,28.2,63.7,6.62,98.9,maize
91.9,36.7,56.0,24.9,67.8,6.6,166.3,orange
51.7,50.2,74.5,39.9,42.2,7.16,80.8,pomegranate
108.7,64.6,61.5,32.2,84.2,6.33,198.8,rice
21.5,48.6,29.7,27.1,49.8,7.17,86.7,pigeonpeas
55.9,68.7,87.8,30.4,67.9,6.72,59.3,watermelon
29.1,24.2,17.5,33.0,48.8,6.58,38.6,mothbeans
9.0,28.3,28.5,33.2,47.1,6.41,32.7,mothbeans
66.5,36.1,74.4,31.9,53.2,6.45,110.0,grapes
98.3,49.2,84.7,24.2,74.7,6.69,157.6,papaya
85.3,41.8,34.7,18.0,60.1,6.4,72.1,wheat
103.7,41.0,76.3,21.8,67.6,5.49,157.5,coffee
59.1,37.2,66.4,32.7,56.1,6.57,55.8,pomegranate
119.8,61.8,67.3,23.6,83.6,6.08,247.3,rice
45.6,46.8,95.4,22.8,89.7,5.39,225.4,coconut
85.4,56.9,86.5,28.9,64.5,6.64,51.7,muskmelon
118.9,69.1,95.9,29.3,80.4,6.89,188.2,banana
95.9,49.9,88.5,23.2,71.9,5.87,230.1,coffee
42.2,62.6,37.5,20.0,48.1,7.21,61.7,chickpea
128.4,49.2,42.3,13.1,64.8,7.22,122.6,wheat
70.2,51.1,83.0,21.1,75.0,5.6,217.3,coffee
89.9,49.0,58.3,30.6,71.0,5.74,87.7,maize
83.3,52.6,82.9,25.7,69.4,6.81,47.4,watermelon
117.1,66.1,36.0,28.8,76.9,6.65,213.6,rice
57.6,32.6,67.4,27.5,54.7,6.26,68.3,grapes
95.8,44.8,102.4,26.0,75.3,6.73,195.6,papaya
31.0,39.3,30.8,26.2,66.0,6.02,71.8,mungbean
112.1,44.0,53.2,24.0,80.8,5.98,292.5,rice
64.0,38.5,77.8,32.7,66.0,6.36,101.6,grapes
117.9,60.4,108.5,31.3,83.3,6.29,160.3,banana
69.3,45.8,81.3,34.7,77.0,6.16,53.2,watermelon
106.8,48.2,40.0,21.6,67.7,6.76,103.2,maize
48.0,33.0,81.4,11.7,67.3,6.53,155.0,apple
32.6,42.2,26.0,25.1,56.4,7.56,68.1,chickpea
25.1,33.3,23.3,16.1,49.3,6.43,44.4,lentil
42.5,58.4,45.3,21.8,59.5,6.79,103.3,kidneybeans
30.5,59.3,26.0,23.2,55.4,7.12,63.3,chickpea
121.1,49.7,57.4,24.4,72.9,6.42,80.8,maize
110.3,61.4,56.5,28.7,79.5,6.86,274.8,jute
48.9,53.0,80.0,22.7,59.0,6.91,71.7,grapes
123.8,52.7,82.4,20.9,58.8,6.98,119.5,cotton
39.3,50.7,41.1,32.3,68.8,5.73,125.2,pigeonpeas
57.1,47.5,87.9,15.2,82.6,5.38,188.4,coffee
71.2,33.7,100.3,27.4,79.0,6.13,193.3,coconut
50.7,49.7,102.6,28.7,84.8,5.63,200.8,coconut
90.0,48.0,51.2,28.7,91.5,5.96,266.7,rice
34.5,44.1,35.3,26.9,59.1,6.89,97.0,pigeonpeas
109.3,55.6,106.0,30.4,58.7,6.76,57.1,muskmelon
22.4,42.2,35.5,22.8,71.7,6.41,89.7,pigeonpeas
95.0,52.0,86.9,27.7,78.8,6.35,171.2,banana
88.9,33.6,125.9,28.7,85.5,6.03,196.9,coconut
20.0,35.0,34.5,32.6,60.2,6.6,68.5,mungbean
119.3,46.4,119.6,30.0,87.5,6.75,225.8,banana
130.7,50.8,63.9,28.3,60.7,6.51,85.1,maize
23.9,41.1,22.9,27.7,53.0,6.51,78.1,pigeonpeas
132.1,63.6,65.7,31.9,57.7,6.56,79.4,cotton
104.3,65.9,62.8,27.2,87.5,6.27,220.4,rice
65.9,50.3,86.6,32.5,56.8,6.53,56.8,muskmelon
31.8,38.1,33.1,21.8,67.0,6.67,66.2,chickpea
24.2,40.7,29.0,21.8,50.8,7.22,59.0,chickpea
126.4,61.5,68.7,31.3,55.0,7.51,90.2,cotton
110.9,63.8,78.8,25.9,55.0,7.58,114.2,cotton
25.7,57.4,37.7,28.2,61.4,7.0,95.5,blackgram
120.3,57.3,103.3,29.5,78.7,6.83,178.5,banana
23.6,50.5,27.5,15.7,62.2,7.55,83.0,chickpea
89.7,49.0,46.5,25.7,70.8,6.17,75.9,maize
23.6,31.4,33.0,15.9,61.0,6.37,27.0,lentil
65.1,39.7,40.5,15.5,70.4,6.37,198.0,apple
103.1,48.8,59.5,26.1,72.4,6.63,112.8,orange
46.4,26.3,73.4,29.4,63.4,7.4,87.4,grapes
153.0,56.5,67.2,36.4,84.1,6.8,229.8,jute
119.4,69.0,56.1,37.6,81.1,6.05,235.0,jute
65.3,47.2,80.2,24.4,60.7,6.3,175.6,orange
26.4,53.9,28.3,28.2,74.4,6.8,87.2,blackgram
80.9,53.3,98.8,31.2,73.2,7.23,110.7,papaya
129.3,63.3,64.0,27.2,81.5,5.86,164.4,rice
60.8,28.0,122.3,32.4,85.0,6.17,139.5,coconut
64.5,63.9,68.5,27.2,68.9,6.78,128.9,orange
78.1,61.4,121.8,24.1,72.3,6.04,52.9,watermelon
41.6,69.6,47.6,22.5,68.7,6.97,85.0,kidneybeans
73.7,43.3,41.4,24.9,82.4,5.98,106.3,maize
117.4,51.6,139.4,26.9,77.8,6.73,196.9,banana
34.8,39.6,33.0,14.1,44.1,6.92,60.3,lentil
111.1,63.3,82.9,38.3,43.8,7.52,128.3,cotton
41.9,47.8,69.1,31.3,46.6,7.4,96.5,pomegranate
67.2,43.9,131.7,28.2,81.9,6.19,158.2,coconut
50.5,41.1,102.1,24.8,83.7,6.33,206.7,coconut
33.2,30.5,31.9,22.6,43.0,6.08,102.6,pigeonpeas
45.0,63.1,79.0,27.7,67.4,7.07,36.9,muskmelon
119.2,36.0,56.3,30.4,78.5,6.36,274.5,rice
56.6,47.3,59.0,20.1,53.1,6.45,90.4,orange
95.2,63.8,85.8,29.2,66.8,6.64,114.6,cotton
121.6,46.5,92.1,32.3,76.8,6.56,147.4,papaya
85.9,50.7,79.1,18.5,65.9,5.25,235.9,coffee
52.0,21.6,50.4,25.9,62.1,6.41,102.8,mango
100.0,67.4,108.7,25.4,68.3,5.68,262.3,coffee
61.4,58.7,78.8,19.7,82.3,5.53,191.4,coffee
96.4,54.2,67.8,30.6,61.8,6.32,57.1,muskmelon
26.7,27.0,21.7,29.5,42.9,7.02,38.7,mothbeans
31.0,52.9,28.4,16.6,41.3,6.99,60.8,lentil
22.9,34.3,33.8,32.6,45.0,7.05,49.9,mothbeans
38.2,51.2,40.7,27.0,75.8,6.41,87.1,blackgram
27.1,31.3,35.2,27.6,79.1,6.19,76.3,mungbean
80.3,38.6,96.0,17.5,70.7,5.24,187.8,coffee
23.7,46.5,36.5,26.0,63.0,6.71,76.0,mungbean
81.5,43.8,142.6,30.2,86.3,6.75,242.1,coconut
19.6,27.0,30.4,34.5,45.8,5.94,48.5,mothbeans
100.7,45.9,80.8,39.9,59.2,6.49,76.8,cotton
104.6,54.0,54.6,31.1,85.0,6.02,191.4,jute
36.6,53.6,37.0,29.0,72.9,6.45,66.7,mungbean
65.5,31.9,132.4,31.3,91.4,6.58,251.3,coconut
89.4,43.8,89.0,25.5,74.6,6.72,144.2,papaya
37.6,48.2,42.7,28.8,50.6,6.14,85.0,pigeonpeas
102.9,44.2,122.7,30.4,74.4,6.41,159.5,banana
18.9,27.6,24.8,34.3,39.7,7.34,38.1,mothbeans
119.8,51.9,37.9,23.2,65.1,5.89,103.4,wheat
51.8,46.1,53.6,15.5,68.7,6.26,91.4,apple
76.9,53.8,102.5,30.7,72.1,6.56,49.5,watermelon
79.9,46.8,80.6,24.9,82.7,5.69,259.2,coffee
21.2,32.5,22.1,29.6,37.6,6.89,36.1,mothbeans
123.2,52.4,53.3,18.2,73.2,6.63,102.1,maize
41.7,56.8,51.2,22.0,57.6,6.33,103.5,kidneybeans
96.0,54.1,62.3,27.9,79.7,5.69,164.1,rice
80.9,30.0,57.2,21.1,74.5,6.4,135.5,apple
20.0,62.5,41.1,34.0,72.6,6.75,107.5,blackgram
127.9,49.6,70.2,31.0,84.1,6.44,217.6,rice
125.2,43.9,57.7,25.2,79.7,5.81,221.3,rice
84.8,49.0,67.4,24.1,59.0,6.53,132.3,orange
83.3,54.8,96.3,29.7,61.9,7.53,114.8,cotton
87.1,59.9,85.4,23.1,72.0,6.4,62.6,watermelon
39.7,47.0,36.2,33.2,67.9,6.92,82.7,blackgram
25.5,51.4,38.2,29.7,58.2,6.68,63.1,mungbean
61.2,29.0,52.7,28.2,64.7,6.66,143.2,mango
18.2,39.5,19.7,27.5,36.1,7.58,34.7,mothbeans
81.9,54.5,95.7,30.6,65.9,6.61,52.7,muskmelon
74.1,45.1,92.1,21.8,74.2,5.89,198.6,orange
137.7,42.3,40.1,26.6,52.2,6.32,87.7,maize
27.9,49.6,32.4,28.2,66.6,6.88,93.0,blackgram
107.4,47.4,91.4,18.1,66.5,6.3,152.8,orange
63.3,42.2,83.6,26.3,59.0,6.87,86.0,pomegranate
32.4,60.5,35.3,30.2,64.6,6.3,82.2,mungbean
88.8,31.9,54.9,29.5,66.1,7.1,84.6,maize
62.0,36.7,78.4,33.1,56.6,6.9,78.9,pomegranate
46.9,47.4,56.7,31.1,52.4,6.22,90.2,pomegranate
84.6,66.6,120.1,26.1,63.4,6.93,63.5,watermelon
59.0,33.8,59.2,16.1,63.7,6.5,160.3,apple
112.7,54.0,103.6,30.8,72.6,6.82,163.0,banana
55.6,48.1,68.4,29.4,55.8,6.93,82.2,pomegranate
101.0,50.0,83.7,23.4,64.9,6.3,174.7,orange
66.1,44.2,56.6,26.9,52.1,7.06,62.0,pomegranate
108.8,50.4,42.2,30.5,82.0,6.15,230.9,rice
109.6,43.4,114.0,31.0,77.6,6.73,171.8,banana
47.1,54.3,33.7,28.3,73.5,6.28,94.2,blackgram
67.2,30.0,101.8,25.8,81.7,6.05,232.9,coconut
31.7,27.0,41.9,24.8,47.4,7.44,82.1,chickpea
125.0,44.4,67.3,32.2,84.5,6.48,247.9,jute
125.6,52.2,88.0,29.8,59.8,6.67,117.2,cotton
14.8,41.3,33.2,17.1,52.6,6.72,55.3,lentil
103.2,65.1,77.6,30.4,68.8,6.34,192.8,papaya
68.3,40.9,47.1,29.1,64.3,6.22,199.1,mango
32.9,75.7,46.9,23.7,60.3,6.34,86.5,kidneybeans
43.4,29.2,45.7,22.1,54.5,6.65,105.9,pomegranate
55.8,36.9,44.7,18.4,72.7,6.61,149.9,apple
72.8,53.7,60.7,27.7,70.0,7.09,90.0,orange
70.2,62.4,108.0,24.3,69.3,6.33,42.3,muskmelon
109.7,62.9,55.7,20.7,62.2,6.45,115.7,maize
88.0,47.7,84.5,22.6,57.7,6.54,143.6,orange
46.6,77.9,35.8,19.6,67.6,6.56,111.8,kidneybeans
124.7,69.2,129.4,30.3,80.2,6.56,167.3,banana
85.0,70.3,93.7,27.5,59.8,6.55,61.3,watermelon
35.9,28.4,41.9,16.0,38.0,7.12,72.8,chickpea
37.8,43.8,40.9,24.3,62.4,7.09,83.2,pomegranate
82.1,48.4,36.1,11.4,77.2,7.01,90.9,wheat
65.5,35.3,81.6,37.5,42.8,7.13,77.6,grapes
22.9,46.0,34.9,21.9,72.1,6.28,80.7,pigeonpeas
82.2,51.6,77.3,19.4,72.3,5.81,220.7,coffee
35.9,59.8,34.5,14.1,59.7,6.65,63.8,lentil
34.6,67.8,44.5,22.9,75.2,6.19,108.1,kidneybeans
63.6,43.2,100.9,28.1,66.9,6.63,80.7,watermelon
27.4,25.6,27.8,30.4,43.2,6.71,30.1,mothbeans
84.5,47.4,41.2,18.1,70.1,6.64,99.1,wheat
120.0,58.1,109.8,32.2,80.8,6.34,135.6,papaya
91.6,59.9,92.5,31.2,68.0,6.17,59.2,watermelon
44.8,50.6,34.8,26.4,71.7,7.05,92.8,blackgram
108.1,34.8,28.1,15.9,74.9,6.68,95.5,wheat
58.1,36.3,63.0,30.3,55.4,6.73,138.0,mango
34.3,35.1,34.1,28.6,60.2,7.44,104.5,pigeonpeas
35.9,73.2,33.6,20.6,73.4,6.77,116.6,kidneybeans
26.4,52.0,29.4,24.1,58.3,6.88,57.1,chickpea
74.3,41.5,50.4,30.7,54.7,6.17,158.2,mango
116.3,73.3,68.5,28.6,94.2,6.5,237.5,jute
54.2,63.2,100.6,27.7,70.7,6.2,55.6,watermelon
54.4,42.4,72.0,22.7,78.9,6.08,139.1,orange
18.5,41.9,40.4,29.8,65.4,7.11,74.4,mungbean
79.3,63.3,87.1,29.2,62.2,6.25,59.6,muskmelon
26.3,46.2,42.4,26.1,56.4,7.28,47.1,chickpea
13.6,31.7,26.0,32.5,38.8,6.89,43.2,mothbeans
131.7,60.8,65.4,28.8,85.1,6.63,251.4,jute
21.0,37.2,21.8,37.5,39.5,7.68,49.4,mothbeans
34.7,36.1,30.6,20.2,57.2,6.63,58.2,lentil
115.1,57.4,60.8,34.7,91.0,6.05,300.2,jute
69.7,52.1,99.8,27.4,74.2,6.15,56.9,muskmelon
80.9,64.0,81.1,28.1,72.1,6.44,163.7,orange
33.3,27.0,21.3,28.5,56.7,6.66,61.6,chickpea
127.3,53.5,96.8,27.3,46.2,7.34,73.3,cotton
27.2,49.6,32.3,15.6,41.0,6.61,55.4,lentil
60.8,24.5,77.4,23.4,59.6,7.13,86.7,grapes
74.9,41.2,64.1,21.5,65.9,6.27,142.5,apple
74.4,31.2,95.2,39.6,60.9,7.38,67.3,grapes
82.1,58.5,91.4,26.2,67.3,6.76,65.2,watermelon
42.4,53.9,29.3,34.0,44.0,5.59,86.2,pigeonpeas
67.9,31.6,111.4,31.3,80.3,7.33,220.0,coconut
70.5,32.6,109.3,29.9,86.3,6.68,243.2,coconut
21.4,64.0,53.6,17.9,67.6,6.86,99.3,kidneybeans
38.4,45.8,60.3,28.3,63.6,6.51,112.7,mango
106.2,52.0,41.0,17.5,67.4,7.14,72.7,wheat
25.7,50.9,37.7,26.8,61.8,5.98,72.1,pigeonpeas
61.1,41.9,49.6,16.1,73.1,6.25,158.0,apple
106.5,57.0,78.0,18.6,66.1,6.37,190.5,orange
55.1,36.7,47.9,33.2,55.3,6.62,136.0,mango
57.6,31.0,92.2,28.6,54.6,7.35,79.7,grapes
64.2,42.9,76.1,25.2,75.2,6.17,123.6,orange
76.4,56.3,90.8,33.6,71.2,6.75,63.6,muskmelon
58.7,33.7,60.6,29.6,55.7,7.09,60.2,pomegranate
33.4,54.0,28.8,31.5,71.2,6.88,94.4,blackgram
57.3,46.6,107.0,30.3,85.6,5.62,204.9,coconut
99.1,59.1,92.9,30.3,47.3,6.61,75.8,cotton
19.2,34.1,35.5,18.1,45.9,7.65,52.6,chickpea
31.1,31.9,23.4,22.5,49.7,6.05,46.1,chickpea
130.3,51.3,81.7,36.3,47.5,7.08,65.6,cotton
65.6,61.1,66.9,26.8,63.4,6.11,128.5,orange
82.7,54.5,42.7,17.9,66.8,7.12,95.8,wheat
104.3,63.4,104.1,31.2,61.1,6.45,63.8,watermelon
73.8,21.8,70.0,30.0,64.9,5.89,170.3,mango
105.8,50.2,74.9,25.3,87.6,5.97,221.9,rice
128.0,64.3,54.4,28.2,90.7,6.2,216.0,rice
71.0,38.3,66.0,24.8,65.3,6.6,121.7,orange
19.4,46.3,37.6,18.5,63.6,6.24,82.7,chickpea
75.5,43.4,98.0,30.2,54.4,6.53,54.7,muskmelon
73.7,44.7,38.3,19.8,62.7,7.01,85.3,wheat
119.4,59.4,65.5,26.9,78.7,5.94,256.8,rice
122.4,64.9,31.5,26.6,70.8,6.05,125.3,maize
106.4,66.1,107.5,29.3,71.5,7.03,191.4,papaya
85.4,61.5,104.7,27.1,79.2,6.26,196.7,papaya
63.7,31.2,90.3,35.0,78.8,6.54,248.0,coconut
73.8,54.4,89.1,19.5,77.2,5.14,207.2,coffee
20.3,42.7,43.3,27.3,57.4,6.52,72.5,mungbean
114.0,61.9,43.9,30.6,87.5,6.79,215.5,jute
52.9,59.7,90.9,33.1,53.5,6.63,78.8,watermelon
111.3,47.2,61.2,37.2,90.4,6.41,224.8,jute
34.1,31.8,24.5,30.1,48.5,7.31,50.4,mothbeans
75.6,43.1,111.1,22.1,74.2,5.49,214.5,coffee
60.4,33.5,64.7,17.0,58.1,6.55,129.1,apple
23.8,18.9,32.6,35.9,42.0,6.86,43.2,mothbeans
107.3,45.4,54.5,29.5,60.1,6.34,72.3,maize
52.6,33.5,78.2,13.4,59.8,6.6,126.9,apple
79.3,24.9,63.1,22.8,58.8,7.27,71.7,grapes
115.9,53.0,42.1,26.0,62.1,6.59,95.9,maize
66.1,40.9,67.8,34.1,59.3,5.91,142.4,mango
75.7,53.3,74.9,28.0,71.7,6.8,197.1,orange
57.3,43.6,68.7,29.3,46.7,7.96,80.3,pomegranate
66.1,58.9,63.1,28.6,73.7,6.55,139.1,orange
113.1,49.5,60.9,27.4,81.7,5.6,167.6,rice
129.8,74.3,54.6,30.1,81.0,6.3,174.9,jute
107.2,56.6,111.5,35.1,81.8,6.32,158.4,papaya
32.0,57.5,37.3,23.5,60.0,7.44,78.2,chickpea
99.9,44.9,35.9,28.3,64.2,5.98,118.0,maize
92.9,54.4,110.8,29.9,61.2,6.8,69.3,watermelon
114.5,37.1,91.7,29.1,69.8,6.78,130.7,papaya
36.0,58.9,34.6,21.3,47.0,6.99,77.0,chickpea
102.8,54.0,66.4,24.4,75.7,5.79,212.8,rice
26.0,39.5,18.0,21.9,47.1,6.86,80.6,chickpea
55.2,22.0,58.1,33.0,59.8,6.46,148.6,mango
27.4,33.0,41.7,30.6,58.3,6.38,81.9,mungbean
46.5,37.5,46.9,27.4,59.0,6.43,114.3,pigeonpeas
33.0,24.0,26.7,33.4,42.4,7.28,41.8,mothbeans
22.4,20.6,30.7,25.8,38.4,6.75,50.7,mothbeans
113.0,59.8,69.8,37.6,83.7,6.33,187.2,jute
120.2,46.1,119.0,29.2,88.3,6.46,169.9,banana
102.2,54.7,82.9,27.2,65.8,6.88,77.3,cotton
79.8,48.7,50.0,14.2,54.9,6.8,104.5,wheat
66.1,34.1,59.1,11.3,61.3,6.23,173.0,apple
98.5,66.8,62.2,28.8,82.6,6.39,228.7,jute
38.7,75.4,57.7,23.4,71.6,6.86,102.5,kidneybeans
128.1,66.1,54.1,31.3,87.1,6.72,175.7,jute
47.1,56.2,47.6,20.5,61.2,6.6,113.8,kidneybeans
108.2,47.5,113.8,27.7,77.2,6.63,192.3,banana
107.5,47.7,48.6,29.8,71.2,6.7,98.2,maize
53.1,42.7,57.8,31.9,60.0,6.63,98.4,mango
85.1,56.4,84.6,29.8,64.0,6.83,56.6,watermelon
50.6,33.8,63.5,31.5,46.9,7.21,119.6,pomegranate
64.7,47.7,97.7,19.9,76.5,5.36,241.2,coffee
26.1,40.3,24.6,23.9,36.4,6.2,50.7,lentil
91.7,68.4,84.1,23.5,75.6,6.46,151.9,papaya
25.4,42.0,33.4,26.4,69.9,6.29,104.5,pigeonpeas
55.6,53.0,80.7,26.3,61.9,5.96,182.9,orange
41.3,54.8,44.4,30.8,71.2,7.05,79.6,blackgram
132.8,69.1,57.9,24.7,89.9,6.2,240.6,rice
20.1,23.5,22.9,29.8,39.4,7.34,59.5,mothbeans
118.3,56.4,69.1,25.3,86.6,6.27,233.5,rice
152.6,63.9,65.5,33.7,77.9,6.36,277.8,jute
30.8,58.6,31.6,29.9,59.8,6.48,105.5,pigeonpeas
69.5,39.6,101.5,19.1,76.4,5.71,218.5,coffee
88.2,57.2,49.1,20.4,65.5,6.8,114.8,maize
72.9,22.7,90.4,25.5,49.7,7.47,61.2,grapes
77.4,39.9,72.7,29.0,73.3,6.47,145.8,orange
132.5,60.4,56.4,29.3,75.4,6.06,229.6,rice
27.3,41.2,33.8,25.6,48.2,6.67,49.1,lentil
39.7,32.3,69.5,34.5,68.8,6.53,74.6,mango
60.7,38.1,55.5,39.9,65.4,7.46,94.9,pomegranate
61.0,49.5,74.0,22.1,73.7,5.94,184.5,coffee
89.7,43.7,28.2,20.9,62.0,7.01,90.2,wheat
79.1,55.0,102.1,24.7,88.9,5.56,195.7,coffee
96.5,59.2,36.0,25.6,81.6,6.64,225.7,rice
108.0,46.1,80.9,29.1,79.1,7.21,190.8,banana
34.2,48.8,35.9,21.0,64.5,7.1,76.3,mungbean
27.6,52.3,28.3,31.1,52.0,6.62,112.7,pigeonpeas
33.9,45.6,34.5,26.7,70.6,6.72,101.1,blackgram
92.0,48.6,100.6,28.8,63.6,6.55,177.3,papaya
24.9,39.8,33.1,17.2,48.1,6.53,47.8,lentil
112.4,58.3,80.6,36.2,55.2,7.41,113.4,cotton
39.9,42.6,49.2,15.2,54.1,7.02,61.9,chickpea
27.8,38.2,39.0,30.6,67.7,6.57,84.2,blackgram
15.2,33.9,31.0,29.5,39.3,7.04,57.4,mothbeans
80.0,49.2,85.7,27.1,74.4,5.4,243.3,coffee
128.2,55.5,133.3,26.4,86.7,6.2,210.2,banana
54.7,55.5,78.0,25.8,56.8,6.36,152.4,orange
127.0,47.8,66.4,27.9,66.7,6.82,87.3,maize
110.5,52.8,145.1,31.3,82.9,7.0,145.1,banana
37.7,53.4,28.1,30.0,63.6,6.85,84.6,mungbean
17.5,53.3,35.1,23.4,56.2,6.34,80.5,pigeonpeas
84.7,55.6,113.4,30.0,67.2,6.99,58.6,watermelon
139.3,57.4,104.6,30.3,81.3,7.2,177.3,banana
76.0,48.3,26.2,19.5,67.8,7.03,108.3,wheat
118.8,63.1,63.8,22.9,88.1,6.1,262.5,rice
79.6,45.2,88.4,24.5,64.9,7.03,80.8,grapes
68.5,49.9,92.1,31.2,58.7,6.46,68.4,grapes
87.6,40.7,53.1,31.5,58.4,6.26,76.5,maize
66.2,49.6,83.2,25.1,77.8,6.09,120.2,orange
77.0,30.4,76.6,25.3,60.5,6.7,90.2,grapes
